,house,title,first_name,last_name,constituency,prov_territory,political_affiliation,start_date,name,screen_name
32,commons,,Terry,Beech,Burnaby North?”Seymour,British Columbia,Liberal,9/20/21 0:00,Terry Beech,terrybeech
33,commons,,Taylor,Bachrach,Skeena?”Bulkley Valley,British Columbia,NDP,9/20/21 0:00,Taylor Bachrach,taylorbachrach
34,commons,,Taleeb,Noormohamed,Vancouver Granville,British Columbia,Liberal,9/20/21 0:00,Taleeb Noormohamed,Taleeb
35,commons,,Tako,Van Popta,Langley?”Aldergrove,British Columbia,Conservative,9/20/21 0:00,Tako Van Popta,takovanpopta
36,commons,,Sylvie,BÃ©rubÃ©,Abitibi?”Baie-James?”Nunavik?”Eeyou,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Sylvie BÃ©rubÃ©,SylvieFBerube
37,commons,,Sukh,Dhaliwal,Surrey?”Newton,British Columbia,Liberal,9/20/21 0:00,Sukh Dhaliwal,sukhdhaliwal
38,commons,Hon.,Steven,MacKinnon,Gatineau,Quebec,Liberal,9/20/21 0:00,Steven MacKinnon,stevenmackinnon
39,commons,,Stephanie,Kusie,Calgary Midnapore,Alberta,Conservative,9/20/21 0:00,Stephanie Kusie,StephanieKusie
40,commons,,StÃ©phane,Lauzon,Argenteuil?”La Petite-Nation,Quebec,Liberal,9/20/21 0:00,StÃ©phane Lauzon,stephanelauzon5
41,commons,Hon.,Diane,Lebouthillier,GaspÃ©sie?”Les ÃŽles-de-la-Madeleine,Quebec,Liberal,9/20/21 0:00,Diane Lebouthillier,stephanelauzon5
42,commons,Hon.,Dan,Vandal,Saint Boniface?”Saint Vital,Manitoba,Liberal,9/20/21 0:00,Dan Vandal,stbstvdan
43,commons,,Soraya,Martinez Ferrada,Hochelaga,Quebec,Liberal,9/20/21 0:00,Soraya Martinez Ferrada,SorayaMartinezF
44,commons,,Sophie,Chatel,Pontiac,Quebec,Liberal,9/20/21 0:00,Sophie Chatel,SophieChatel1
45,commons,,Sonia,Sidhu,Brampton South,Ontario,Liberal,9/20/21 0:00,Sonia Sidhu,SoniaLiberal
46,commons,,Sherry,Romanado,Longueuil?”Charles-LeMoyne,Quebec,Liberal,9/20/21 0:00,Sherry Romanado,SherryRomanado
47,commons,,Shelby,Kramp-Neuman,Hastings?”Lennox and Addington,Ontario,Conservative,9/20/21 0:00,Shelby Kramp-Neuman,Shelby_Kramp
48,commons,,Shaun,Chen,Scarborough North,Ontario,Liberal,9/20/21 0:00,Shaun Chen,Shaun_Chen
49,commons,,Shannon,Stubbs,Lakeland,Alberta,Conservative,9/20/21 0:00,Shannon Stubbs,ShannonStubbsMP
50,commons,,Shafqat,Ali,Brampton Centre,Ontario,Liberal,9/20/21 0:00,Shafqat Ali,Shafqat_Ali_1
51,commons,,Serge,Cormier,Acadie?”Bathurst,New Brunswick,Liberal,9/20/21 0:00,Serge Cormier,sergecormierlib
52,commons,,SÃ©bastien,Lemire,Abitibi?”TÃ©miscamingue,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,SÃ©bastien Lemire,seblemire
53,commons,Hon.,Sean,Fraser,Central Nova,Nova Scotia,Liberal,9/20/21 0:00,Sean Fraser,SeanFraserMP
54,commons,,Sean,Casey,Charlottetown,Prince Edward Island,Liberal,9/20/21 0:00,Sean Casey,SeanCaseyLPC
55,commons,Hon.,Seamus,O'Regan,St. John's South?”Mount Pearl,Newfoundland and Labrador,Liberal,9/20/21 0:00,Seamus O'Regan,SeamusORegan
56,commons,,Scott,Reid,Lanark?”Frontenac?”Kingston,Ontario,Conservative,9/20/21 0:00,Scott Reid,ScottReidCPC
57,commons,,Scott,Aitchison,Parry Sound?”Muskoka,Ontario,Conservative,9/20/21 0:00,Scott Aitchison,ScottAAitchison
58,commons,,Scot,Davidson,York?”Simcoe,Ontario,Conservative,9/20/21 0:00,Scot Davidson,ScotDavidsonMP
59,commons,,Francis,Scarpaleggia,Lac-Saint-Louis,Quebec,Liberal,9/20/21 0:00,Francis Scarpaleggia,ScarpaleggiaLSL
60,commons,,StÃ©phane,Bergeron,Montarville,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,StÃ©phane Bergeron,sbergeron
61,commons,,Sameer,Zuberi,Pierrefonds?”Dollard,Quebec,Liberal,9/20/21 0:00,Sameer Zuberi,sameerzuberi
62,commons,,Salma,Zahid,Scarborough Centre,Ontario,Liberal,9/20/21 0:00,Salma Zahid,SalmaZahid15
63,commons,Hon.,Steven,Guilbeault,Laurier?”Sainte-Marie,Quebec,Liberal,9/20/21 0:00,Steven Guilbeault,s_guilbeault
64,commons,,Ryan,Williams,Bay of Quinte,Ontario,Conservative,9/20/21 0:00,Ryan Williams,Ryan_r_Williams
65,commons,,Ruby,Sahota,Brampton North,Ontario,Liberal,9/20/21 0:00,Ruby Sahota,rubysahotalib
66,commons,,Rosemarie,Falk,Battlefords?”Lloydminster,Saskatchewan,Conservative,9/20/21 0:00,Rosemarie Falk,rosemarie_falk
67,commons,,Ron,McKinnon,Coquitlam?”Port Coquitlam,British Columbia,Liberal,9/20/21 0:00,Ron McKinnon,RonMcKinnonLib
68,commons,,Ron,Liepert,Calgary Signal Hill,Alberta,Conservative,9/20/21 0:00,Ron Liepert,RonLiepert
69,commons,,Rob,Morrison,Kootenay?”Columbia,British Columbia,Conservative,9/20/21 0:00,Rob Morrison,robmorrisonmp
70,commons,Hon.,Rob,Moore,Fundy Royal,New Brunswick,Conservative,9/20/21 0:00,Rob Moore,RobMoore_CPC
71,commons,,Anna,Roberts,King?”Vaughan,Ontario,Conservative,9/20/21 0:00,Anna Roberts,RobertsAnna281
72,commons,Hon.,Robert,Oliphant,Don Valley West,Ontario,Liberal,9/20/21 0:00,Robert Oliphant,Rob_Oliphant
73,commons,,Rick,Perkins,South Shore?”St. Margarets,Nova Scotia,Conservative,9/20/21 0:00,Rick Perkins,RickPerkinsMP
74,commons,,Richard,Martel,Chicoutimi?”Le Fjord,Quebec,Conservative,9/20/21 0:00,Richard Martel,richardmartelpc
75,commons,,Richard,Bragdon,Tobique?”Mactaquac,New Brunswick,Conservative,9/20/21 0:00,Richard Bragdon,RichardBragdon
76,commons,,RhÃ©al,Fortin,RiviÃ¨re-du-Nord,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,RhÃ©al Fortin,RhealFortin
77,commons,,RenÃ©,Villemure,Trois-RiviÃ¨res,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,RenÃ© Villemure,renevillemure
78,commons,,RenÃ©,Arseneault,Madawaska?”Restigouche,New Brunswick,Liberal,9/20/21 0:00,RenÃ© Arseneault,reneliberal
79,commons,,Rechie,Valdez,Mississauga?”Streetsville,Ontario,Liberal,9/20/21 0:00,Rechie Valdez,rechievaldez
80,commons,,Raquel,Dancho,Kildonan?”St. Paul,Manitoba,Conservative,9/20/21 0:00,Raquel Dancho,RaquelDancho
81,commons,,Randeep,Sarai,Surrey Centre,British Columbia,Liberal,9/20/21 0:00,Randeep Sarai,randeepssarai
82,commons,,Rachel,Bendayan,Outremont,Quebec,Liberal,9/20/21 0:00,Rachel Bendayan,RachelBendayan
83,commons,,Rachael,Thomas,Lethbridge,Alberta,Conservative,9/20/21 0:00,Rachael Thomas,RachaelThomasMP
84,commons,,Rachel,Blaney,North Island?”Powell River,British Columbia,NDP,9/20/21 0:00,Rachel Blaney,RABlaney
85,commons,,Randall,Garrison,Esquimalt?”Saanich?”Sooke,British Columbia,NDP,9/20/21 0:00,Randall Garrison,r_garrison
86,commons,Hon.,Randy,Boissonnault,Edmonton Centre,Alberta,Liberal,9/20/21 0:00,Randy Boissonnault,R_Boissonnault
87,commons,,Philip,Lawrence,Northumberland?”Peterborough South,Ontario,Conservative,9/20/21 0:00,Philip Lawrence,PLawrenceMP
88,commons,Hon.,Pierre,Poilievre,Carleton,Ontario,Conservative,9/20/21 0:00,Pierre Poilievre,PierrePoilievre
89,commons,,Pierre,Paul-Hus,Charlesbourg?”Haute-Saint-Charles,Quebec,Conservative,9/20/21 0:00,Pierre Paul-Hus,PierrePaulHus
90,commons,,Peter,Fragiskatos,London North Centre,Ontario,Liberal,9/20/21 0:00,Peter Fragiskatos,pfragiskatos
91,commons,,Peter,Schiefke,Vaudreuil?”Soulanges,Quebec,Liberal,9/20/21 0:00,Peter Schiefke,PeterSchiefke
92,commons,,Peter,Fonseca,Mississauga East?”Cooksville,Ontario,Liberal,9/20/21 0:00,Peter Fonseca,PeterFonsecaMP
93,commons,,Parm,Bains,Steveston?”Richmond East,British Columbia,Liberal,9/20/21 0:00,Parm Bains,pbainsy
94,commons,,Paul,Chiang,Markham?”Unionville,Ontario,Liberal,9/20/21 0:00,Paul Chiang,PaulChiangMU
95,commons,Hon.,Patty,Hajdu,Thunder Bay?”Superior North,Ontario,Liberal,9/20/21 0:00,Patty Hajdu,PattyHajdu
96,commons,,Patrick,Weiler,West Vancouver?”Sunshine Coast?”Sea to Sky Country,British Columbia,Liberal,9/20/21 0:00,Patrick Weiler,PatrickBWeiler
97,commons,,Patricia,Lattanzio,Saint-LÃ©onard?”Saint-Michel,Quebec,Liberal,9/20/21 0:00,Patricia Lattanzio,PatriciaLattan3
98,commons,,Pat,Kelly,Calgary Rocky Ridge,Alberta,Conservative,9/20/21 0:00,Pat Kelly,PatKelly_MP
99,commons,Hon.,Pascale,St-Onge,Brome?”Missisquoi,Quebec,Liberal,9/20/21 0:00,Pascale St-Onge,PascaleStOnge_
100,commons,,Pam,Damoff,Oakville North?”Burlington,Ontario,Liberal,9/20/21 0:00,Pam Damoff,PamDamoff
101,commons,Hon.,Pablo,Rodriguez,HonorÃ©-Mercier,Quebec,Liberal,9/20/21 0:00,Pablo Rodriguez,pablorodriguez
102,commons,Hon.,Omar,Alghabra,Mississauga Centre,Ontario,Liberal,9/20/21 0:00,Omar Alghabra,OmarAlghabra
103,commons,,Niki,Ashton,Churchill?”Keewatinook Aski,Manitoba,NDP,9/20/21 0:00,Niki Ashton,nikiashton
104,commons,,Caroline,Desbiens,Beauport?”CÃ´te-de-BeauprÃ©?”ÃŽle d'OrlÃ©ans?”Charlevoix,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Caroline Desbiens,
105,commons,,Jacques,Gourde,LÃ©vis?”LotbiniÃ¨re,Quebec,Conservative,9/20/21 0:00,Jacques Gourde,
106,commons,,Robert,Kitchen,Souris?”Moose Mountain,Saskatchewan,Conservative,9/20/21 0:00,Robert Kitchen,
107,commons,,Richard,Lehoux,Beauce,Quebec,Conservative,9/20/21 0:00,Richard Lehoux,
108,commons,,Louis,Plamondon,BÃ©cancour?”Nicolet?”Saurel,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Louis Plamondon,
109,commons,,Clifford,Small,Coast of Bays?”Central?”Notre Dame,Newfoundland and Labrador,Conservative,9/20/21 0:00,Clifford Small,
110,commons,,Dominique,Vien,Bellechasse?”Les Etchemins?”LÃ©vis,Quebec,Conservative,9/20/21 0:00,Dominique Vien,
111,commons,,Maninder,Sidhu,Brampton East,Ontario,Liberal,9/20/21 0:00,Maninder Sidhu,MSidhuLiberal
112,commons,,Ted,Falk,Provencher,Manitoba,Conservative,9/20/21 0:00,Ted Falk,MPTedFalk
113,commons,,Randy,Hoback,Prince Albert,Saskatchewan,Conservative,9/20/21 0:00,Randy Hoback,MPRandyHoback
114,commons,,Peter,Julian,New Westminster?”Burnaby,British Columbia,NDP,9/20/21 0:00,Peter Julian,MPJulian
115,commons,,Robert,Morrissey,Egmont,Prince Edward Island,Liberal,9/20/21 0:00,Robert Morrissey,MorrisseyEgmont
116,commons,,Mike,Morrice,Kitchener Centre,Ontario,Green Party,9/20/21 0:00,Mike Morrice,morricemike
117,commons,Hon.,Mona,Fortier,Ottawa?”Vanier,Ontario,Liberal,9/20/21 0:00,Mona Fortier,MonaFortier
118,commons,,Michael,McLeod,Northwest Territories,Northwest Territories,Liberal,9/20/21 0:00,Michael McLeod,MMcLeodNWT
119,commons,Hon.,Mike,Lake,Edmonton?”Wetaskiwin,Alberta,Conservative,9/20/21 0:00,Mike Lake,MikeLakeMP
120,commons,,Mike,Kelloway,Cape Breton?”Canso,Nova Scotia,Liberal,9/20/21 0:00,Mike Kelloway,mikekelloway
121,commons,,Michael,Barrett,Leeds?”Grenville?”Thousand Islands and Rideau Lakes,Ontario,Conservative,9/20/21 0:00,Michael Barrett,MikeBarrettON
122,commons,Hon.,Michelle,Rempel Garner,Calgary Nose Hill,Alberta,Conservative,9/20/21 0:00,Michelle Rempel Garner,MichelleRempel
123,commons,,Michael,Kram,Regina?”Wascana,Saskatchewan,Conservative,9/20/21 0:00,Michael Kram,MichaelKramSK
124,commons,Hon.,Michael,Chong,Wellington?”Halton Hills,Ontario,Conservative,9/20/21 0:00,Michael Chong,MichaelChongMP
125,commons,,Marie-HÃ©lÃ¨ne,Gaudreau,Laurentides?”Labelle,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Marie-HÃ©lÃ¨ne Gaudreau,MHGaudreauBQ
126,commons,,Marie-France,Lalonde,OrlÃ©ans,Ontario,Liberal,9/20/21 0:00,Marie-France Lalonde,mflalonde
127,commons,,Michelle,Ferreri,Peterborough?”Kawartha,Ontario,Conservative,9/20/21 0:00,Michelle Ferreri,mferreriptbokaw
128,commons,,Melissa,Lantsman,Thornhill,Ontario,Conservative,9/20/21 0:00,Melissa Lantsman,MelissaLantsman
129,commons,,Mel,Arnold,North Okanagan?”Shuswap,British Columbia,Conservative,9/20/21 0:00,Mel Arnold,MelArnoldMP
130,commons,Hon.,MÃ©lanie,Joly,Ahuntsic-Cartierville,Quebec,Liberal,9/20/21 0:00,MÃ©lanie Joly,melaniejoly
131,commons,Hon.,Marie-Claude,Bibeau,Compton?”Stanstead,Quebec,Liberal,9/20/21 0:00,Marie-Claude Bibeau,mclaudebibeau
132,commons,,Ken,McDonald,Avalon,Newfoundland and Labrador,Liberal,9/20/21 0:00,Ken McDonald,McDonald4Avalon
133,commons,,Dan,Mazier,Dauphin?”Swan River?”Neepawa,Manitoba,Conservative,9/20/21 0:00,Dan Mazier,MBDan7
134,commons,,Matthew,Green,Hamilton Centre,Ontario,NDP,9/20/21 0:00,Matthew Green,MatthewGreenNDP
135,commons,Hon.,Mary,Ng,Markham?”Thornhill,Ontario,Liberal,9/20/21 0:00,Mary Ng,mary_ng
136,commons,,Marty,Morantz,Charleswood?”St. James?”Assiniboia?”Headingley,Manitoba,Conservative,9/20/21 0:00,Marty Morantz,marty_morantz
137,commons,,Martin,Shields,Bow River,Alberta,Conservative,9/20/21 0:00,Martin Shields,MartinBowRiver
138,commons,,Martin,Champoux,Drummond,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Martin Champoux,martchampoux
139,commons,,Mark,Strahl,Chilliwack?”Hope,British Columbia,Conservative,9/20/21 0:00,Mark Strahl,markstrahl
140,commons,Hon.,Mark,Holland,Ajax,Ontario,Liberal,9/20/21 0:00,Mark Holland,markhollandlib
141,commons,,Mark,Gerretsen,Kingston and the Islands,Ontario,Liberal,9/20/21 0:00,Mark Gerretsen,MarkGerretsen
142,commons,,Mario,Simard,JonquiÃ¨re,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Mario Simard,mariosimardbq
143,commons,,Mario,Beaulieu,La Pointe-de-l'ÃŽle,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Mario Beaulieu,Mario_Beaulieu
144,commons,,Marilyn,Gladu,Sarnia?”Lambton,Ontario,Conservative,9/20/21 0:00,Marilyn Gladu,MarilynGladuSL
145,commons,,Marcus,Powlowski,Thunder Bay?”Rainy River,Ontario,Liberal,9/20/21 0:00,Marcus Powlowski,MarcusPowlowski
146,commons,,Marc,SerrÃ©,Nickel Belt,Ontario,Liberal,9/20/21 0:00,Marc SerrÃ©,MarcSerreMP
147,commons,Hon.,Marco,Mendicino,Eglinton?”Lawrence,Ontario,Liberal,9/20/21 0:00,Marco Mendicino,marcomendicino
148,commons,Hon.,Marc,Miller,Ville-Marie?”Le Sud-Ouest?”ÃŽle-des-Soeurs,Quebec,Liberal,9/20/21 0:00,Marc Miller,MarcMillerVM
149,commons,Hon.,Marci,Ien,Toronto Centre,Ontario,Liberal,9/20/21 0:00,Marci Ien,MarciIen
150,commons,Hon.,Marc,Garneau,Notre-Dame-de-GrÃ¢ce?”Westmount,Quebec,Liberal,9/20/21 0:00,Marc Garneau,MarcGarneau
151,commons,,Marc,Dalton,Pitt Meadows?”Maple Ridge,British Columbia,Conservative,9/20/21 0:00,Marc Dalton,MarcDalton
152,commons,,Majid,Jowhari,Richmond Hill,Ontario,Liberal,9/20/21 0:00,Majid Jowhari,MajidJowhari
153,commons,,Monique,PauzÃ©,Repentigny,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Monique PauzÃ©,m_pauze
154,commons,,Luc,ThÃ©riault,Montcalm,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Luc ThÃ©riault,luctheriaultbq
155,commons,,Luc,Desilets,RiviÃ¨re-des-Mille-ÃŽles,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Luc Desilets,LucDesiletsBQ
156,commons,,Luc,Berthold,MÃ©gantic?”L'Ã‰rable,Quebec,Conservative,9/20/21 0:00,Luc Berthold,LucBerthold
157,commons,,Louise,Chabot,ThÃ©rÃ¨se-De Blainville,Quebec,Bloc QuÃ©bÃ©cois,9/20/21 0:00,Louise Chabot,LouiseChabotBQ
158,commons,,Lori,Idlout,Nunavut,Nunavut,NDP,9/20/21 0:00,Lori Idlout,LoriIdlout
159,commons,,Lindsay,Mathyssen,London?”Fanshawe,Ontario,NDP,9/20/21 0:00,Lindsay Mathyssen,LMathys
160,commons,,Lloyd,Longfield,Guelph,Ontario,Liberal,9/20/21 0:00,Lloyd Longfield,LloydLongfield
161,commons,,Lisa Marie,Barron,Nanaimo?”Ladysmith,British Columbia,NDP,9/20/21 0:00,Lisa Marie Barron,LisaMarieBarron
162,commons,,Lisa,Hepfner,Hamilton Mountain,Ontario,Liberal,9/20/21 0:00,Lisa Hepfner,lisahepfner
163,commons,,Lianne,Rood,Lambton?”Kent?”Middlesex,Ontario,Conservative,9/20/21 0:00,Lianne Rood,Lianne_Rood
164,commons,,Leslyn,Lewis,Haldimand?”Norfolk,Ontario,Conservative,9/20/21 0:00,Leslyn Lewis,LeslynLewis
165,commons,,Lena Metlege,Diab,Halifax West,Nova Scotia,Liberal,9/20/21 0:00,Lena Metlege Diab,LenaMetlegeDiab
166,commons,,Leah,Gazan,Winnipeg Centre,Manitoba,NDP,9/20/21 0:00,Leah Gazan,LeahGazan
167,commons,,Leah,Taylor Roy,Aurora?”Oak Ridges?”Richmond Hill,Ontario,Liberal,9/20/21 0:00,Leah Taylor Roy,Leah_Taylor_Roy
168,commons,,Laurel,Collins,Victoria,British Columbia,NDP,9/20/21 0:00,Laurel Collins,Laurel_BC
